date,Millisecond,Urms-SigmaA-Total,Irms-SigmaA-Total,P-SigmaA-Total,ch1,ch2,ch3,OT
  2023/04/06,638,407.59,0.6678,3.58E+02,0,0,0,0.964052661
  2023/04/06,688,407.6,0.6652,3.57E+02,0,0,0,0.876086876
  2023/04/06,738,407.57,0.6629,3.56E+02,0,0,0,0.748445229
  2023/04/06,788,407.62,0.6686,3.59E+02,0,0,0,0.689110454
  2023/04/06,838,407.62,0.6659,3.59E+02,0,0,0,0.446066779
  2023/04/06,888,407.6,0.6625,3.58E+02,0,0,0,0.487299961
  2023/04/06,938,407.63,0.6644,3.60E+02,0,0,0,0.236797308
  2023/04/06,988,407.64,0.6652,3.59E+02,0,0,0,0.162547716
  2023/04/06,38,407.64,0.6599,3.58E+02,0,0,0,-0.059458314
  2023/04/06,88,407.62,0.6623,3.59E+02,0,0,0,-0.17722864
  2023/04/06,138,407.66,0.6626,3.59E+02,0,0,0,-0.44276946
  2023/04/06,188,407.64,0.6576,3.58E+02,0,0,0,-0.532085282
  2023/04/06,238,407.67,0.6614,3.59E+02,0,0,0,-0.697178902
  2023/04/06,288,407.66,0.6623,3.59E+02,0,0,0,-0.866051381
  2023/04/06,338,407.65,0.6622,3.59E+02,0,0,0,-1.002702018
  2023/04/06,388,407.65,0.6649,3.59E+02,0,0,0,-1.503128332
  2023/04/06,438,407.67,0.6437,3.53E+02,0,0,0,-1.683326039
  2023/04/06,488,407.67,0.6467,3.53E+02,0,0,0,-1.615289033
  2023/04/06,538,407.65,0.6583,3.58E+02,0,0,0,-1.839009364
  2023/04/06,588,407.68,0.6593,3.58E+02,0,0,0,-1.922477223
  2023/04/06,638,407.7,0.6555,3.57E+02,0,0,0,-2.333680922
  2023/04/06,688,407.7,0.6536,3.56E+02,0,0,0,-2.352606878
  2023/04/06,738,407.71,0.6597,3.58E+02,0,0,0,-2.555239598
  2023/04/06,788,407.76,0.6626,3.59E+02,0,0,0,-2.725561666
  2023/04/06,838,407.8,0.6611,3.59E+02,0,0,0,-2.899553728
  2023/04/06,888,407.8,0.6641,3.60E+02,0,0,0,-3.22119448
  2023/04/06,938,407.79,0.6576,3.57E+02,0,0,0,-3.438460658
  2023/04/06,988,407.78,0.6613,3.58E+02,0,0,0,-3.659327027
  2023/04/06,38,407.74,0.661,3.57E+02,0,0,0,-3.991766376
  2023/04/06,88,407.7,0.6603,3.56E+02,0,0,0,-4.075749505
  2023/04/06,137,407.71,0.6611,3.57E+02,0,0,0,-4.343245223
  2023/04/06,187,407.76,0.6648,3.58E+02,0,0,0,-4.506220345
  2023/04/06,237,407.77,0.6657,3.59E+02,0,0,0,-4.816639683
  2023/04/06,287,407.74,0.6647,3.58E+02,0,0,0,-4.986466047
  2023/04/06,337,407.72,0.6649,3.58E+02,0,0,0,-5.303660245
  2023/04/06,387,407.68,0.6633,3.58E+02,0,0,0,-5.516181083
  2023/04/06,437,407.64,0.6636,3.58E+02,0,0,0,-5.803985367
  2023/04/06,487,407.64,0.6662,3.59E+02,0,0,0,-6.095027904
  2023/04/06,537,407.63,0.6597,3.57E+02,0,0,0,-6.353261512
  2023/04/06,587,407.62,0.6619,3.58E+02,0,0,0,-6.506637023
  2023/04/06,637,407.65,0.6635,3.59E+02,0,0,0,-6.807103288
  2023/04/06,687,407.65,0.663,3.59E+02,0,0,0,-7.002607194
  2023/04/06,737,407.7,0.6636,3.61E+02,0,0,0,-7.381093668
  2023/04/06,787,407.67,0.6608,3.58E+02,0,0,0,-7.582505691
  2023/04/06,837,407.69,0.6626,3.59E+02,0,0,1,-7.894784314
  2023/04/06,887,407.7,0.6599,3.59E+02,0,0,0,-8.137868671
  2023/04/06,937,407.71,0.6591,3.58E+02,0,0,0,-8.635695996
  2023/04/06,987,407.66,0.6549,3.56E+02,0,0,0,-8.884201645
  2023/04/06,37,407.55,0.651,3.55E+02,0,0,0,-9.13531911
  2023/04/06,87,407.55,0.6553,3.57E+02,0,0,0,-9.352980045
  2023/04/06,137,407.52,0.655,3.57E+02,0,0,0,-10.00511429
  2023/04/06,187,407.31,0.645,3.52E+02,0,0,0,-9.93964989
  2023/04/06,237,407.35,0.6588,3.58E+02,0,0,0,-10.02051313
  2023/04/06,287,407.49,0.6682,3.62E+02,0,0,0,-10.42762856
  2023/04/06,337,407.58,0.665,3.61E+02,0,0,0,-10.80091901
  2023/04/06,387,407.6,0.6627,3.60E+02,0,0,0,-11.10430564
  2023/04/06,437,407.59,0.6574,3.57E+02,0,0,0,-11.55370799
  2023/04/06,487,407.58,0.6591,3.57E+02,0,0,0,-11.60904395
  2023/04/06,547,407.58,0.6644,3.60E+02,0,0,0,-12.13422987
  2023/04/06,587,407.57,0.6615,3.58E+02,0,0,0,-12.40918055
  2023/04/06,637,407.5,0.6562,3.56E+02,0,0,0,-12.5418093
  2023/04/06,687,407.57,0.6678,3.62E+02,0,0,0,-13.00002797
  2023/04/06,737,407.53,0.6614,3.58E+02,0,0,0,-13.20774699
  2023/04/06,787,407.54,0.6681,3.60E+02,0,0,0,-13.63287543
  2023/04/06,837,407.55,0.662,3.58E+02,0,0,0,-14.02332104
  2023/04/06,887,407.56,0.6614,3.57E+02,0,0,0,-14.09099028
  2023/04/06,937,407.56,0.6644,3.58E+02,0,0,0,-14.73578838
  2023/04/06,986,407.51,0.6616,3.56E+02,0,0,0,-14.9136194
  2023/04/06,36,407.52,0.6626,3.57E+02,0,0,0,-15.27238626
  2023/04/06,86,407.58,0.6658,3.58E+02,0,0,0,-15.4519908
  2023/04/06,136,407.58,0.665,3.59E+02,0,0,0,-15.92033386
  2023/04/06,186,407.61,0.6658,3.59E+02,0,0,0,-16.17331528
  2023/04/06,236,407.54,0.6642,3.57E+02,0,0,0,-16.606834
  2023/04/06,286,407.57,0.6633,3.57E+02,0,0,0,-16.78878812
  2023/04/06,336,407.61,0.665,3.59E+02,0,0,0,-17.22307491
