date,Millisecond,Urms-SigmaA-Total,Irms-SigmaA-Total,P-SigmaA-Total,ch1,ch2,ch3,OT
  2023/04/06,547,407.58,0.6644,3.60E+02,0,0,0,29.95422987
  2023/04/06,587,407.57,0.6615,3.58E+02,0,0,0,30.26518056
  2023/04/06,637,407.5,0.6562,3.56E+02,0,0,0,30.57780931
  2023/04/06,687,407.57,0.6678,3.62E+02,0,0,0,30.89202797
  2023/04/06,737,407.53,0.6614,3.58E+02,0,0,0,31.207747
  2023/04/06,787,407.54,0.6681,3.60E+02,0,0,0,31.52487544
  2023/04/06,837,407.55,0.662,3.58E+02,0,0,0,31.84332105
  2023/04/06,887,407.56,0.6614,3.57E+02,0,0,0,32.16299029
  2023/04/06,937,407.56,0.6644,3.58E+02,0,0,0,32.48378839
  2023/04/06,986,407.51,0.6616,3.56E+02,0,0,0,32.80561941
  2023/04/06,36,407.52,0.6626,3.57E+02,0,0,0,33.12838628
  2023/04/06,86,407.58,0.6658,3.58E+02,0,0,0,33.45199082
  2023/04/06,136,407.58,0.665,3.59E+02,0,0,0,33.77633388
  2023/04/06,186,407.61,0.6658,3.59E+02,0,0,0,34.1013153
  2023/04/06,236,407.54,0.6642,3.57E+02,0,0,0,34.42683403
  2023/04/06,286,407.57,0.6633,3.57E+02,0,0,0,34.75278814
  2023/04/06,336,407.61,0.665,3.59E+02,0,0,0,35.07907494
  2023/04/06,386,407.57,0.6657,3.59E+02,0,0,0,35.40559096
  2023/04/06,436,407.55,0.6673,3.59E+02,0,0,0,35.73223209
  2023/04/06,486,407.55,0.6619,3.58E+02,0,0,0,36.05889359
  2023/04/06,536,407.56,0.6674,3.60E+02,0,0,0,36.38547017
  2023/04/06,596,407.59,0.6661,3.61E+02,0,0,0,36.71185606
  2023/04/06,636,407.57,0.6649,3.60E+02,0,0,0,37.03794505
  2023/04/06,686,407.56,0.667,3.60E+02,0,0,0,37.36363059
  2023/04/06,736,407.61,0.6604,3.59E+02,0,0,0,37.68880583
  2023/04/06,786,407.61,0.6566,3.55E+02,0,0,0,38.01336371
  2023/04/06,836,407.62,0.6514,3.50E+02,0,0,0,38.337197
  2023/04/06,886,407.59,0.6453,3.46E+02,0,0,0,38.6601984
  2023/04/06,946,407.42,1.3484,7.21E+02,0,0,0,38.98226056
  2023/04/06,986,407.69,1.1835,5.25E+02,0,0,0,39.30327621
  2023/04/06,46,407.54,2.1749,8.48E+02,0,0,0,39.6231382
  2023/04/06,86,407.44,2.6396,1.01E+03,0,0,0,39.94173955
  2023/04/06,146,407.35,3.561,1.32E+03,0,0,0,40.25897356
  2023/04/06,186,407.34,4.0371,1.48E+03,0,0,0,40.57473384
  2023/04/06,246,407.4,3.567,1.32E+03,0,0,0,40.88891443
  2023/04/06,286,407.42,3.3196,1.23E+03,0,0,0,41.2014098
  2023/04/06,346,407.48,2.8544,1.07E+03,0,0,0,41.51211499
  2023/04/06,386,407.59,2.7618,1.03E+03,0,0,0,41.82092565
  2023/04/06,446,407.64,2.5336,9.58E+02,0,0,0,42.12773808
  2023/04/06,486,407.58,2.4665,9.39E+02,0,0,0,42.43244936
  2023/04/06,536,407.63,2.4888,9.40E+02,0,0,0,42.73495737
  2023/04/06,596,407.55,2.4803,9.45E+02,0,0,0,43.03516088
  2023/04/06,646,407.62,2.4816,9.38E+02,0,0,0,43.3329596
  2023/04/06,696,407.6,2.4902,9.45E+02,0,0,0,43.62825427
  2023/04/06,736,407.6,2.5303,9.59E+02,0,0,0,43.92094671
  2023/04/06,796,407.59,2.5985,9.72E+02,0,0,0,44.21093989
  2023/04/06,835,407.51,2.5943,9.78E+02,0,0,0,44.49813799
  2023/04/06,895,407.48,2.5893,9.74E+02,0,0,0,44.78244649
  2023/04/06,935,407.55,2.6281,9.85E+02,0,0,0,45.06377219
  2023/04/06,995,407.51,2.6685,1.00E+03,0,0,0,45.34202329
  2023/04/06,35,407.52,2.7247,1.02E+03,0,0,0,45.61710947
