date,Irms-SigmaA-Total,P-SigmaA-Total,ch1,OT
  2023/04/06,1.8803,7.63E+02,1,44.064
  2023/04/06,2.1715,8.67E+02,1,40.428
  2023/04/06,2.003,8.09E+02,1,43.956
  2023/04/06,2.2618,9.00E+02,1,41.868
  2023/04/06,2.187,8.68E+02,1,42.876
  2023/04/06,2.0913,8.45E+02,1,43.596
  2023/04/06,2.1687,8.68E+02,2,40.212
  2023/04/06,1.9291,7.94E+02,1,42.3
  2023/04/06,2.137,8.60E+02,1,42.732
  2023/04/06,2.1117,8.52E+02,2,43.344
  2023/04/06,2.1829,8.78E+02,2,40.968
  2023/04/06,2.0382,8.28E+02,1,41.544
  2023/04/06,2.1222,8.51E+02,1,44.316
  2023/04/06,2.2288,8.95E+02,2,41.292
  2023/04/06,2.0461,8.34E+02,2,41.112
  2023/04/06,2.0258,8.29E+02,1,41.4
  2023/04/06,2.0479,8.34E+02,1,43.128
  2023/04/06,2.1256,8.67E+02,1,42.984
  2023/04/06,2.1809,8.83E+02,1,40.896
  2023/04/06,1.9674,8.11E+02,1,43.668
  2023/04/06,2.1141,8.62E+02,1,40.032
  2023/04/06,1.8388,7.67E+02,1,43.02
  2023/04/06,2.2222,8.96E+02,1,41.112
  2023/04/06,2.0798,8.45E+02,1,43.992
  2023/04/06,2.1852,8.90E+02,1,41.76
  2023/04/06,2.0539,8.44E+02,1,40.644
  2023/04/06,1.9746,8.15E+02,1,42.372
  2023/04/06,2.0401,8.42E+02,1,41.688
  2023/04/06,2.0129,8.35E+02,2,42.372
  2023/04/06,2.1122,8.67E+02,2,41.22
  2023/04/06,2.0351,8.38E+02,1,42.156
  2023/04/06,2.0289,8.38E+02,1,43.308
  2023/04/06,2.1052,8.70E+02,1,40.68
  2023/04/06,1.9899,8.25E+02,1,42.156
  2023/04/06,2.0537,8.50E+02,1,41.256
  2023/04/06,1.9367,8.07E+02,1,42.444
  2023/04/06,2.0608,8.50E+02,1,41.616
  2023/04/06,2.0845,8.53E+02,1,42.948
  2023/04/06,2.1126,8.61E+02,0,43.992
  2023/04/06,2.1379,8.69E+02,1,39.24
  2023/04/06,1.8426,7.71E+02,1,42.912
  2023/04/06,2.091,8.51E+02,1,40.968
  2023/04/06,1.9476,8.03E+02,1,44.604
  2023/04/06,2.2104,9.04E+02,1,41.4
  2023/04/06,2.0766,8.51E+02,1,42.588
  2023/04/06,2.0683,8.51E+02,1,43.236
  2023/04/06,2.0608,8.45E+02,1,41.472
  2023/04/06,1.975,8.12E+02,1,42.192
  2023/04/06,2.082,8.50E+02,1,42.48
  2023/04/06,2.057,8.48E+02,1,43.272
  2023/04/06,2.0678,8.50E+02,1,42.12
  2023/04/06,2.0431,8.46E+02,1,42.192
  2023/04/06,2.0864,8.53E+02,1,43.992
  2023/04/06,2.1423,8.77E+02,0,41.4
  2023/04/06,1.9963,8.19E+02,1,43.056
  2023/04/06,2.099,8.67E+02,1,41.436
  2023/04/06,2.0165,8.29E+02,1,44.712
  2023/04/06,2.2032,9.00E+02,0,42.948
  2023/04/06,2.1384,8.81E+02,0,41.652
  2023/04/06,2.0237,8.26E+02,0,43.956
  2023/04/06,2.0761,8.55E+02,1,41.436
  2023/04/06,1.9693,8.07E+02,0,43.2
  2023/04/06,2.1005,8.67E+02,1,42.12
  2023/04/06,2.0766,8.52E+02,1,45.108
  2023/04/06,2.2053,9.12E+02,1,42.696
  2023/04/06,2.0835,8.56E+02,0,41.652
  2023/04/06,2.0369,8.40E+02,1,43.776
  2023/04/06,2.1065,8.68E+02,1,42.624
  2023/04/06,2.0094,8.40E+02,1,43.38
  2023/04/06,2.1159,8.77E+02,1,42.336
  2023/04/06,2.0318,8.49E+02,1,42.516
  2023/04/06,2.0274,8.38E+02,1,45.828
  2023/04/06,2.2816,9.36E+02,1,41.364
  2023/04/06,2.0214,8.41E+02,0,43.956
  2023/04/06,2.065,8.59E+02,1,41.616
  2023/04/06,1.9225,8.07E+02,1,44.46
  2023/04/06,2.1618,8.95E+02,0,42.48
  2023/04/06,2.1194,8.69E+02,0,44.748
  2023/04/06,2.1785,9.07E+02,0,43.524
  2023/04/06,2.0809,8.62E+02,1,41.256
  2023/04/06,1.9803,8.18E+02,0,43.128
  2023/04/06,2.0521,8.56E+02,0,41.94
  2023/04/06,1.9447,8.18E+02,1,44.676
  2023/04/06,2.1801,9.09E+02,1,42.048
  2023/04/06,2.0701,8.57E+02,1,43.092
  2023/04/06,2.0816,8.69E+02,1,43.704
  2023/04/06,2.0203,8.59E+02,1,43.416
  2023/04/06,2.0659,8.72E+02,1,41.94
  2023/04/06,1.9687,8.25E+02,1,43.2
  2023/04/06,2.0042,8.39E+02,1,42.264
  2023/04/06,1.9492,8.27E+02,1,43.524
  2023/04/06,2.1287,8.91E+02,1,41.976
  2023/04/06,2.036,8.52E+02,1,45.036
  2023/04/06,2.1258,8.95E+02,1,40.536
  2023/04/06,1.8633,7.87E+02,1,43.776
  2023/04/06,2.1099,8.79E+02,0,41.868
  2023/04/06,2.0191,8.40E+02,0,45.36
  2023/04/06,2.221,9.28E+02,0,42.588
  2023/04/06,2.1062,8.76E+02,1,41.256
  2023/04/06,1.968,8.13E+02,0,44.208
  2023/04/06,2.0694,8.66E+02,0,40.68
  2023/04/06,1.8831,7.91E+02,1,43.488
  2023/04/06,2.1116,8.83E+02,1,41.904
  2023/04/06,2.0402,8.46E+02,0,44.748
  2023/04/06,2.1515,8.97E+02,1,42.012
  2023/04/06,2.0052,8.37E+02,1,42.228
  2023/04/06,2.0246,8.47E+02,1,43.812
  2023/04/06,2.0915,8.80E+02,1,41.94
  2023/04/06,1.971,8.22E+02,1,41.976
  2023/04/06,1.9951,8.35E+02,1,41.94
  2023/04/06,2.0304,8.45E+02,1,44.136
  2023/04/06,2.1293,8.88E+02,1,43.344
  2023/04/06,2.1011,8.78E+02,1,40.644
  2023/04/06,1.9363,8.09E+02,0,44.064
  2023/04/06,2.0572,8.63E+02,0,40.932
  2023/04/06,1.8982,7.96E+02,0,43.524
  2023/04/06,2.124,8.86E+02,1,41.904
  2023/04/06,2.0775,8.60E+02,1,43.848
  2023/04/06,2.1004,8.76E+02,0,42.984
  2023/04/06,2.0337,8.47E+02,0,40.824
  2023/04/06,1.954,8.13E+02,0,42.552
  2023/04/06,2.0143,8.42E+02,1,41.832
  2023/04/06,1.9746,8.23E+02,1,44.1
  2023/04/06,2.1605,8.94E+02,1,41.652
  2023/04/06,2.0381,8.51E+02,1,42.48
  2023/04/06,2.0229,8.45E+02,1,43.056
  2023/04/06,2.0135,8.45E+02,0,42.156
  2023/04/06,2.0321,8.45E+02,1,41.976
  2023/04/06,2.013,8.37E+02,1,41.688
  2023/04/06,1.961,8.13E+02,1,43.272
  2023/04/06,2.0931,8.67E+02,1,42.264
  2023/04/06,2.1299,8.73E+02,1,41.76
  2023/04/06,2.0629,8.52E+02,1,44.388
  2023/04/06,2.1377,8.80E+02,1,39.744
  2023/04/06,1.8369,7.62E+02,0,42.768
  2023/04/06,2.1084,8.64E+02,1,41.292
  2023/04/06,2.0001,8.16E+02,1,44.316
  2023/04/06,2.1769,8.99E+02,1,42.192
  2023/04/06,2.1182,8.68E+02,0,41.796
  2023/04/06,2.0376,8.35E+02,1,42.372
  2023/04/06,1.9897,8.22E+02,1,41.868
  2023/04/06,1.9685,8.17E+02,1,42.336
  2023/04/06,2.083,8.57E+02,1,41.4
  2023/04/06,2.0427,8.38E+02,1,43.74
  2023/04/06,2.1138,8.77E+02,1,41.94
  2023/04/06,2.0535,8.47E+02,1,40.716
  2023/04/06,1.9853,8.18E+02,1,44.028
  2023/04/06,2.0869,8.64E+02,1,40.284
  2023/04/06,1.8959,7.79E+02,1,42.552
  2023/04/06,2.0865,8.62E+02,1,41.256
  2023/04/06,2.0628,8.37E+02,1,43.164
  2023/04/06,2.1527,8.74E+02,1,43.308
  2023/04/06,2.1538,8.83E+02,1,39.024
  2023/04/06,1.8842,7.82E+02,0,44.46
  2023/04/06,2.1056,8.63E+02,1,39.456
  2023/04/06,1.8498,7.57E+02,1,43.992
  2023/04/06,2.2102,9.04E+02,1,41.256
  2023/04/06,2.093,8.48E+02,0,42.732
  2023/04/06,2.1329,8.67E+02,1,42.516
  2023/04/06,2.0709,8.36E+02,1,40.752
  2023/04/06,2.0033,8.17E+02,1,42.768
  2023/04/06,2.0456,8.38E+02,1,42.588
  2023/04/06,2.0813,8.46E+02,1,41.184
  2023/04/06,1.9984,8.13E+02,1,41.688
  2023/04/06,2.0463,8.42E+02,1,41.688
  2023/04/06,2.0211,8.31E+02,1,42.876
  2023/04/06,2.0902,8.56E+02,1,40.608
  2023/04/06,1.9973,8.13E+02,1,42.084
  2023/04/06,2.0697,8.46E+02,1,40.716
  2023/04/06,1.9802,8.07E+02,1,43.992
  2023/04/06,2.1567,8.88E+02,2,41.76
  2023/04/06,2.0821,8.54E+02,2,41.616
  2023/04/06,2.0547,8.45E+02,2,43.344
  2023/04/06,2.0491,8.45E+02,3,40.356
  2023/04/06,1.9314,7.89E+02,3,42.732
  2023/04/06,2.1161,8.64E+02,3,41.724
  2023/04/06,2.054,8.38E+02,3,44.172
  2023/04/06,2.1708,8.90E+02,3,42.588
  2023/04/06,2.1029,8.52E+02,4,40.968
  2023/04/06,2.0401,8.40E+02,4,42.624
  2023/04/06,2.0511,8.40E+02,4,43.704
  2023/04/06,2.1288,8.62E+02,4,40.572
  2023/04/06,1.9952,8.05E+02,4,41.724
  2023/04/06,2.0349,8.31E+02,4,42.048
  2023/04/06,2.0231,8.29E+02,3,43.344
  2023/04/06,2.1126,8.61E+02,2,40.5
  2023/04/06,2.0162,8.14E+02,2,42.588
  2023/04/06,2.084,8.51E+02,2,40.428
  2023/04/06,1.904,7.80E+02,1,42.624
  2023/04/06,2.0909,8.54E+02,1,41.256
  2023/04/06,2.0487,8.42E+02,1,43.128
  2023/04/06,2.167,8.86E+02,1,42.372
  2023/04/06,2.0873,8.47E+02,1,39.708
  2023/04/06,1.9584,7.90E+02,1,42.624
  2023/04/06,2.0733,8.36E+02,1,40.788
  2023/04/06,1.941,7.94E+02,1,43.56
  2023/04/06,2.1424,8.75E+02,1,41.256
  2023/04/06,2.0655,8.35E+02,1,42.336
  2023/04/06,2.1324,8.62E+02,1,41.4
  2023/04/06,1.9986,8.10E+02,1,41.94
  2023/04/06,2.0622,8.44E+02,1,41.004
  2023/04/06,2.0413,8.28E+02,2,41.544
  2023/04/06,1.977,8.03E+02,2,42.048
  2023/04/06,2.0345,8.37E+02,1,41.724
  2023/04/06,2.0328,8.37E+02,2,41.436
  2023/04/06,2.042,8.37E+02,1,43.776
  2023/04/06,2.1416,8.73E+02,1,40.248
  2023/04/06,1.9716,8.04E+02,1,41.4
  2023/04/06,2.0114,8.30E+02,2,40.752
  2023/04/06,1.9302,7.94E+02,1,43.524
  2023/04/06,2.1638,8.88E+02,1,42.12
  2023/04/06,2.1119,8.53E+02,1,40.572
  2023/04/06,2.0635,8.41E+02,1,43.812
  2023/04/06,2.1153,8.57E+02,1,39.564
  2023/04/06,1.9168,7.73E+02,1,41.832
  2023/04/06,2.0686,8.44E+02,1,41.22
  2023/04/06,2.0057,8.11E+02,1,43.488
  2023/04/06,2.1601,8.71E+02,1,41.292
  2023/04/06,2.0496,8.30E+02,1,40.824
  2023/04/06,2.0732,8.38E+02,1,43.092
  2023/04/06,2.139,8.63E+02,2,40.752
  2023/04/06,2.0042,8.07E+02,2,41.94
  2023/04/06,2.073,8.40E+02,2,41.04
  2023/04/06,1.9911,8.14E+02,2,43.164
  2023/04/06,2.1208,8.65E+02,2,43.38
  2023/04/06,2.1456,8.76E+02,1,38.88
  2023/04/06,1.9248,7.88E+02,1,43.776
  2023/04/06,2.0472,8.41E+02,1,39.42
  2023/04/06,1.7962,7.50E+02,1,43.128
  2023/04/06,2.1404,8.70E+02,1,41.472
  2023/04/06,2.0606,8.31E+02,1,42.444
  2023/04/06,2.15,8.73E+02,1,42.696
  2023/04/06,2.0548,8.38E+02,1,38.7
  2023/04/06,1.8695,7.74E+02,1,42.912
  2023/04/06,2.067,8.48E+02,1,40.932
  2023/04/06,1.9197,7.92E+02,1,43.416
  2023/04/06,2.1196,8.71E+02,1,40.716
  2023/04/06,2.0127,8.30E+02,1,41.328
  2023/04/06,2.0013,8.31E+02,2,43.452
  2023/04/06,2.0924,8.65E+02,2,40.896
  2023/04/06,1.9888,8.25E+02,2,41.688
  2023/04/06,2.0446,8.46E+02,1,40.968
  2023/04/06,1.9481,8.07E+02,2,43.092
  2023/04/06,2.0724,8.58E+02,2,41.544
  2023/04/06,2.0406,8.40E+02,2,41.544
  2023/04/06,2.0756,8.58E+02,1,43.596
  2023/04/06,2.1012,8.67E+02,1,38.412
  2023/04/06,1.7956,7.57E+02,1,42.66
  2023/04/06,2.0709,8.57E+02,1,40.536
  2023/04/06,1.9166,7.96E+02,1,44.1
  2023/04/06,2.2005,9.05E+02,1,40.896
  2023/04/06,2.0201,8.35E+02,1,40.896
  2023/04/06,2.0262,8.44E+02,1,42.3
  2023/04/06,1.9926,8.27E+02,2,41.544
  2023/04/06,1.9652,8.17E+02,2,41.616
  2023/04/06,2.0149,8.35E+02,2,41.616
  2023/04/06,2.0252,8.43E+02,1,42.696
  2023/04/06,2.067,8.54E+02,2,40.932
  2023/04/06,1.9671,8.19E+02,2,41.472
  2023/04/06,2.0142,8.35E+02,2,42.768
  2023/04/06,2.0646,8.54E+02,2,40.968
  2023/04/06,1.9445,8.09E+02,2,42.156
  2023/04/06,2.0526,8.46E+02,2,40.824
  2023/04/06,1.9812,8.20E+02,2,42.948
  2023/04/06,2.1238,8.73E+02,2,42.084
  2023/04/06,2.0679,8.46E+02,2,40.104
  2023/04/06,1.9686,8.21E+02,1,42.516
  2023/04/06,2.0336,8.44E+02,1,41.22
  2023/04/06,1.9156,8.02E+02,1,42.372
  2023/04/06,2.0668,8.46E+02,1,40.896
  2023/04/06,2.029,8.32E+02,1,42.516
  2023/04/06,2.1045,8.69E+02,1,42.444
  2023/04/06,2.0527,8.44E+02,1,40.716
  2023/04/06,1.9915,8.20E+02,1,41.58
  2023/04/06,2.0573,8.49E+02,1,41.976
  2023/04/06,2.0287,8.38E+02,1,41.76
  2023/04/06,2.027,8.36E+02,2,41.184
  2023/04/06,2.0271,8.33E+02,2,41.436
  2023/04/06,2.0268,8.39E+02,2,43.596
  2023/04/06,2.1556,8.84E+02,2,39.78
  2023/04/06,1.9487,8.05E+02,2,42.516
  2023/04/06,2.0975,8.59E+02,2,39.816
  2023/04/06,1.8496,7.71E+02,2,43.416
  2023/04/06,2.1572,8.80E+02,2,41.904
  2023/04/06,2.1064,8.55E+02,2,41.4
  2023/04/06,2.1066,8.63E+02,1,43.272
  2023/04/06,2.1115,8.63E+02,1,39.132
  2023/04/06,1.8596,7.78E+02,1,42.156
  2023/04/06,2.0616,8.45E+02,2,40.896
  2023/04/06,1.9348,8.04E+02,1,43.776
  2023/04/06,2.1767,8.89E+02,1,41.148
  2023/04/06,2.0391,8.36E+02,2,40.608
  2023/04/06,2.019,8.33E+02,2,42.912
  2023/04/06,2.1115,8.64E+02,2,40.968
  2023/04/06,1.9735,8.16E+02,2,41.76
  2023/04/06,2.0483,8.38E+02,2,41.436
  2023/04/06,1.9972,8.24E+02,2,42.588
  2023/04/06,2.0797,8.54E+02,2,42.084
  2023/04/06,2.05,8.40E+02,2,40.752
  2023/04/06,2.0224,8.30E+02,2,43.236
  2023/04/06,2.1398,8.71E+02,2,39.456
  2023/04/06,1.8722,7.78E+02,2,42.408
  2023/04/06,2.0783,8.50E+02,2,40.86
  2023/04/06,2.0018,8.15E+02,2,43.776
  2023/04/06,2.2015,8.97E+02,2,42.084
  2023/04/06,2.1156,8.55E+02,2,39.708
  2023/04/06,1.9753,8.11E+02,2,42.84
  2023/04/06,2.0608,8.41E+02,2,40.536
  2023/04/06,1.894,7.88E+02,1,42.768
  2023/04/06,2.1103,8.59E+02,1,41.004
  2023/04/06,2.0568,8.44E+02,2,42.516
  2023/04/06,2.1038,8.61E+02,2,41.616
  2023/04/06,2.0296,8.35E+02,2,41.868
  2023/04/06,2.0891,8.50E+02,2,41.976
  2023/04/06,2.1,8.59E+02,2,40.572
  2023/04/06,1.912,7.92E+02,2,42.912
  2023/04/06,2.1117,8.59E+02,2,40.788
  2023/04/06,2.0262,8.27E+02,2,41.904
  2023/04/06,2.1004,8.55E+02,2,44.028
  2023/04/06,2.1764,8.80E+02,2,38.016
  2023/04/06,1.8378,7.64E+02,2,43.416
  2023/04/06,2.143,8.71E+02,2,39.708
  2023/04/06,1.7974,7.52E+02,2,43.272
  2023/04/06,2.1702,8.79E+02,2,41.976
  2023/04/06,2.1183,8.54E+02,1,40.824
  2023/04/06,2.0717,8.45E+02,2,42.84
  2023/04/06,2.0658,8.42E+02,2,39.816
  2023/04/06,1.8925,7.82E+02,2,41.976
  2023/04/06,2.0547,8.36E+02,1,41.076
  2023/04/06,1.9846,8.16E+02,2,43.704
  2023/04/06,2.1737,8.82E+02,2,40.284
  2023/04/06,1.9908,8.16E+02,2,41.472
  2023/04/06,2.0677,8.43E+02,2,41.976
  2023/04/06,2.0614,8.48E+02,2,41.868
  2023/04/06,2.0323,8.34E+02,2,40.14
  2023/04/06,1.9642,8.11E+02,2,41.4
  2023/04/06,1.9771,8.12E+02,2,42.876
  2023/04/06,2.1118,8.65E+02,2,42.264
  2023/04/06,2.0966,8.54E+02,2,40.248
  2023/04/06,1.9998,8.23E+02,2,43.02
  2023/04/06,2.0725,8.46E+02,2,39.276
  2023/04/06,1.8412,7.69E+02,2,42.732
  2023/04/06,2.1,8.52E+02,2,40.86
  2023/04/06,2.0429,8.26E+02,1,43.776
  2023/04/06,2.2284,9.02E+02,2,41.256
  2023/04/06,2.0395,8.29E+02,2,40.068
  2023/04/06,1.9686,8.11E+02,1,42.228
  2023/04/06,2.0541,8.38E+02,1,41.004
  2023/04/06,1.9688,8.09E+02,2,42.696
  2023/04/06,2.1129,8.54E+02,2,40.572
  2023/04/06,2.0094,8.22E+02,1,42.588
  2023/04/06,2.1241,8.60E+02,2,41.58
  2023/04/06,2.0333,8.27E+02,2,41.112
  2023/04/06,2.0565,8.33E+02,2,42.264
  2023/04/06,2.1307,8.62E+02,2,40.536
  2023/04/06,1.918,7.88E+02,2,42.12
  2023/04/06,2.0786,8.43E+02,2,41.076
  2023/04/06,2.0552,8.29E+02,2,42.732
  2023/04/06,2.1923,8.81E+02,2,42.66
  2023/04/06,2.1525,8.57E+02,2,39.384
  2023/04/06,1.9548,7.92E+02,2,41.652
  2023/04/06,2.0625,8.30E+02,2,41.148
  2023/04/06,1.9666,7.98E+02,1,42.984
  2023/04/06,2.1855,8.62E+02,2,41.004
  2023/04/06,2.1182,8.35E+02,2,41.724
  2023/04/06,2.1539,8.55E+02,1,42.12
  2023/04/06,2.1041,8.39E+02,1,40.86
  2023/04/06,2.0319,8.13E+02,2,41.508
  2023/04/06,2.1022,8.35E+02,2,41.904
  2023/04/06,2.1026,8.38E+02,1,41.58
  2023/04/06,2.0275,8.16E+02,1,41.94
  2023/04/06,2.1347,8.43E+02,2,40.896
  2023/04/06,2.1047,8.34E+02,2,43.128
  2023/04/06,2.1841,8.63E+02,2,40.428
  2023/04/06,2.0065,8.00E+02,2,41.76
  2023/04/06,2.1148,8.35E+02,2,40.536
  2023/04/06,2.0118,7.99E+02,2,43.308
  2023/04/06,2.2122,8.66E+02,1,41.976
  2023/04/06,2.1871,8.50E+02,2,40.392
  2023/04/06,2.1105,8.29E+02,1,43.416
  2023/04/06,2.1647,8.46E+02,1,39.348
  2023/04/06,1.9043,7.65E+02,1,42.3
  2023/04/06,2.1593,8.41E+02,2,41.148
  2023/04/06,2.1139,8.25E+02,1,43.02
  2023/04/06,2.2306,8.70E+02,1,41.868
  2023/04/06,2.1288,8.36E+02,1,40.536
  2023/04/06,2.0623,8.16E+02,2,41.724
  2023/04/06,2.0958,8.27E+02,2,42.732
  2023/04/06,2.1464,8.47E+02,2,40.428
  2023/04/06,2.0421,8.08E+02,2,41.76
  2023/04/06,2.1233,8.33E+02,2,40.896
  2023/04/06,2.0555,8.12E+02,2,42.948
  2023/04/06,2.2113,8.66E+02,1,39.924
  2023/04/06,2.0296,8.05E+02,1,42.3
  2023/04/06,2.1667,8.51E+02,1,40.32
  2023/04/06,1.9626,7.83E+02,1,42.408
  2023/04/06,2.1635,8.47E+02,1,40.824
  2023/04/06,2.1047,8.22E+02,1,41.94
  2023/04/06,2.1804,8.55E+02,1,42.336
  2023/04/06,2.1602,8.44E+02,0,38.844
  2023/04/06,1.9419,7.74E+02,0,41.796
  2023/04/06,2.1254,8.33E+02,0,40.464
  2023/04/06,1.9818,7.83E+02,0,42.912
  2023/04/06,2.2056,8.60E+02,0,40.716
  2023/04/06,2.1083,8.28E+02,0,41.688
  2023/04/06,2.1803,8.55E+02,0,41.076
  2023/04/06,2.0134,8.01E+02,0,40.896
  2023/04/06,2.0611,8.15E+02,0,41.364
  2023/04/06,2.1129,8.35E+02,0,42.084
  2023/04/06,2.1454,8.47E+02,0,40.356
  2023/04/06,1.9496,7.83E+02,0,42.336
  2023/04/06,2.1769,8.52E+02,0,40.896
  2023/04/06,2.1077,8.36E+02,0,42.66
  2023/04/06,2.1377,8.44E+02,0,39.492
  2023/04/06,1.9747,7.86E+02,0,41.616
  2023/04/06,2.1314,8.35E+02,0,40.644
  2023/04/06,2.0048,7.95E+02,0,42.912
  2023/04/06,2.2091,8.63E+02,0,42.912
  2023/04/06,2.1769,8.71E+02,0,40.788
  2023/04/06,2.0559,8.35E+02,0,44.208
  2023/04/06,2.1578,8.69E+02,0,40.896
  2023/04/06,1.9311,7.99E+02,0,43.164
  2023/04/06,2.1181,8.53E+02,0,42.48
  2023/04/06,2.1202,8.55E+02,0,42.948
  2023/04/06,2.0931,8.51E+02,0,43.164
  2023/04/06,2.1287,8.58E+02,0,41.436
  2023/04/06,2.0576,8.36E+02,0,42.552
  2023/04/06,2.0974,8.48E+02,0,45.036
  2023/04/06,2.2625,9.07E+02,0,40.248
  2023/04/06,1.9263,7.94E+02,0,42.984
  2023/04/06,2.1095,8.50E+02,0,43.2
  2023/04/06,2.1473,8.69E+02,1,44.136
  2023/04/06,2.1779,8.77E+02,0,39.816
  2023/04/06,1.9838,7.99E+02,0,43.452
  2023/04/06,2.1736,8.67E+02,0,40.032
  2023/04/06,1.8641,7.67E+02,0,44.136
  2023/04/06,2.2188,8.84E+02,0,42.12
  2023/04/06,2.1452,8.50E+02,0,42.336
  2023/04/06,2.1791,8.65E+02,0,43.956
  2023/04/06,2.1952,8.74E+02,0,39.564
  2023/04/06,1.9302,7.87E+02,0,42.876
  2023/04/06,2.137,8.55E+02,0,41.544
  2023/04/06,2.0069,8.11E+02,0,43.92
  2023/04/06,2.2065,8.76E+02,0,41.22
  2023/04/06,2.0618,8.31E+02,0,42.156
  2023/04/06,2.1023,8.38E+02,0,44.172
  2023/04/06,2.2433,8.89E+02,0,41.472
  2023/04/06,2.0752,8.36E+02,-1,41.436
  2023/04/06,2.038,8.26E+02,0,41.652
  2023/04/06,1.9663,8.03E+02,0,43.128
  2023/04/06,2.1648,8.56E+02,0,43.992
  2023/04/06,2.302,8.95E+02,0,65.196
  2023/04/06,3.7292,1.39E+03,0,70.596
  2023/04/06,3.8624,1.43E+03,0,69.876
  2023/04/06,3.8268,1.42E+03,0,71.928
  2023/04/06,3.934,1.46E+03,0,75.564
  2023/04/06,4.2402,1.56E+03,0,63.288
  2023/04/06,3.2816,1.22E+03,0,75.168
  2023/04/06,4.1669,1.53E+03,0,71.64
  2023/04/06,3.934,1.45E+03,0,72.36
  2023/04/06,3.9988,1.47E+03,0,73.44
  2023/04/06,4.0484,1.49E+03,0,73.44
  2023/04/06,4.0799,1.50E+03,0,73.44
  2023/04/06,4.0812,1.50E+03,0,75.24
  2023/04/06,4.1567,1.53E+03,0,74.16
  2023/04/06,4.0959,1.51E+03,0,74.52
  2023/04/06,4.1355,1.52E+03,0,50.76
  2023/04/06,2.6334,9.87E+02,0,51.48
  2023/04/06,2.8164,1.05E+03,0,46.8
  2023/04/06,2.5218,9.57E+02,0,48.6
  2023/04/06,2.6457,9.96E+02,0,43.56
  2023/04/06,2.3057,8.88E+02,0,47.52
  2023/04/06,2.5428,9.63E+02,0,42.12
  2023/04/06,2.1764,8.44E+02,0,47.88
  2023/04/06,2.445,9.44E+02,0,41.4
  2023/04/06,2.1128,8.32E+02,0,45.36
  2023/04/06,2.2767,8.86E+02,0,42.84
  2023/04/06,2.1995,8.60E+02,0,43.92
  2023/04/06,2.1862,8.56E+02,0,43.2
  2023/04/06,2.2218,8.71E+02,0,43.2
  2023/04/06,2.1739,8.58E+02,1,43.56
  2023/04/06,2.2444,8.80E+02,6,45
  2023/04/06,2.3098,8.97E+02,9,43.2
  2023/04/06,2.2264,8.78E+02,11,46.8
  2023/04/06,2.408,9.37E+02,11,43.2
  2023/04/06,2.2433,8.83E+02,12,47.16
  2023/04/06,2.4606,9.51E+02,12,43.92
  2023/04/06,2.3271,9.04E+02,12,45.72
  2023/04/06,2.3468,9.18E+02,10,43.92
  2023/04/06,2.3457,9.09E+02,10,44.64
  2023/04/06,2.2589,8.90E+02,10,45.72
  2023/04/06,2.444,9.44E+02,8,43.56
  2023/04/06,2.1833,8.65E+02,10,45.72
  2023/04/06,2.3996,9.29E+02,9,43.2
  2023/04/06,2.1603,8.56E+02,8,44.64
  2023/04/06,2.2512,8.86E+02,9,45
  2023/04/06,2.2923,9.02E+02,9,42.84
  2023/04/06,2.1009,8.33E+02,8,45.72
  2023/04/06,2.4098,9.29E+02,8,42.84
  2023/04/06,2.1688,8.54E+02,9,45.36
  2023/04/06,2.3558,9.11E+02,8,43.92
  2023/04/06,2.3445,9.07E+02,8,43.92
  2023/04/06,2.2693,8.78E+02,9,44.28
  2023/04/06,2.3924,9.20E+02,8,43.56
  2023/04/06,2.2789,8.79E+02,8,45
  2023/04/06,2.4393,9.39E+02,8,43.56
  2023/04/06,2.2593,8.77E+02,8,45
  2023/04/06,2.4195,9.32E+02,8,43.56
  2023/04/06,2.2549,8.90E+02,9,45.36
  2023/04/06,2.3857,9.27E+02,8,43.56
  2023/04/06,2.208,8.75E+02,8,45
  2023/04/06,2.3475,9.19E+02,9,43.92
  2023/04/06,2.2346,8.88E+02,8,44.64
  2023/04/06,2.2794,8.96E+02,8,43.92
  2023/04/06,2.2114,8.75E+02,9,44.28
  2023/04/06,2.2618,8.93E+02,8,43.2
  2023/04/06,2.1447,8.54E+02,8,45.36
  2023/04/06,2.3277,9.12E+02,9,42.12
  2023/04/06,2.0725,8.19E+02,8,45.72
  2023/04/06,2.4345,9.42E+02,8,42.48
  2023/04/06,2.092,8.30E+02,8,45.72
  2023/04/06,2.4238,9.33E+02,7,42.84
  2023/04/06,2.1611,8.53E+02,8,45.36
  2023/04/06,2.3734,9.20E+02,7,45
  2023/04/06,2.3099,9.05E+02,7,43.2
  2023/04/06,2.2073,8.77E+02,8,45.72
  2023/04/06,2.3812,9.34E+02,8,42.48
  2023/04/06,2.1642,8.54E+02,7,45
  2023/04/06,2.253,8.90E+02,9,43.2
  2023/04/06,2.2458,8.80E+02,8,44.64
  2023/04/06,2.1784,8.65E+02,8,44.28
  2023/04/06,2.3042,8.99E+02,7,41.76
  2023/04/06,2.0064,8.06E+02,8,45.72
  2023/04/06,2.3684,9.24E+02,7,41.4
  2023/04/06,1.9899,8.03E+02,8,47.16
  2023/04/06,2.4542,9.53E+02,8,40.32
  2023/04/06,1.8967,7.71E+02,7,46.44
  2023/04/06,2.3758,9.23E+02,8,43.2
  2023/04/06,2.1306,8.53E+02,8,44.64
