date,Irms-SigmaA-Total,P-SigmaA-Total,ch1,OT
  2023/04/06,2.2394,8.83E+02,7,44.64
  2023/04/06,2.2548,8.88E+02,7,43.92
  2023/04/06,2.2618,8.92E+02,7,44.28
  2023/04/06,2.2626,8.92E+02,7,44.28
  2023/04/06,2.3153,9.14E+02,8,43.92
  2023/04/06,2.244,8.81E+02,8,45
  2023/04/06,2.3916,9.29E+02,7,41.76
  2023/04/06,2.1065,8.35E+02,8,46.08
  2023/04/06,2.3764,9.29E+02,7,41.4
  2023/04/06,2.1027,8.32E+02,7,47.52
  2023/04/06,2.4463,9.52E+02,7,39.96
  2023/04/06,2.0179,7.96E+02,8,46.8
  2023/04/06,2.3673,9.23E+02,7,41.76
  2023/04/06,2.1345,8.41E+02,7,45.72
  2023/04/06,2.2882,9.02E+02,8,43.56
  2023/04/06,2.2334,8.77E+02,8,43.56
  2023/04/06,2.1535,8.58E+02,7,43.92
  2023/04/06,2.2661,8.95E+02,8,43.2
  2023/04/06,2.1663,8.63E+02,7,43.92
  2023/04/06,2.2536,8.85E+02,8,45.36
  2023/04/06,2.3857,9.32E+02,8,42.84
  2023/04/06,2.2005,8.67E+02,8,45
  2023/04/06,2.3913,9.29E+02,8,42.12
  2023/04/06,2.1833,8.60E+02,8,45.36
  2023/04/06,2.3476,9.18E+02,6,42.84
  2023/04/06,2.2272,8.73E+02,7,45.72
  2023/04/06,2.3613,9.18E+02,7,42.84
  2023/04/06,2.2969,8.93E+02,7,43.92
  2023/04/06,2.2281,8.77E+02,7,44.28
  2023/04/06,2.313,8.97E+02,7,42.48
  2023/04/06,2.1518,8.55E+02,6,45.72
  2023/04/06,2.3678,9.28E+02,6,42.12
  2023/04/06,2.1166,8.43E+02,7,44.28
  2023/04/06,2.2005,8.70E+02,8,43.92
  2023/04/06,2.2628,8.90E+02,7,45.36
  2023/04/06,2.3013,9.03E+02,8,46.08
  2023/04/06,2.4158,9.35E+02,6,45
  2023/04/06,2.2969,9.05E+02,6,45.72
  2023/04/06,2.3879,9.22E+02,7,45.36
  2023/04/06,2.3188,9.05E+02,7,45.36
  2023/04/06,2.3357,9.08E+02,6,45
  2023/04/06,2.3231,9.09E+02,7,45
  2023/04/06,2.3606,9.07E+02,6,45.72
  2023/04/06,2.4312,9.39E+02,7,44.64
  2023/04/06,2.348,9.06E+02,7,45
  2023/04/06,2.4276,9.43E+02,7,44.64
  2023/04/06,2.2939,8.95E+02,6,45.36
  2023/04/06,2.4194,9.40E+02,7,43.56
  2023/04/06,2.2571,8.88E+02,8,46.08
  2023/04/06,2.3992,9.37E+02,7,43.56
  2023/04/06,2.2493,8.86E+02,7,45
  2023/04/06,2.3464,9.20E+02,7,44.64
  2023/04/06,2.2837,9.01E+02,6,44.64
  2023/04/06,2.2543,8.88E+02,7,45
  2023/04/06,2.3034,9.02E+02,7,43.2
  2023/04/06,2.1287,8.47E+02,6,44.64
  2023/04/06,2.2181,8.67E+02,6,45
  2023/04/06,2.3062,9.07E+02,6,42.48
  2023/04/06,2.0901,8.24E+02,5,46.08
  2023/04/06,2.4256,9.38E+02,5,42.84
  2023/04/06,2.1378,8.43E+02,5,45.36
  2023/04/06,2.3952,9.33E+02,6,43.2
  2023/04/06,2.1415,8.44E+02,7,45.36
  2023/04/06,2.3635,9.18E+02,6,43.56
  2023/04/06,2.2257,8.72E+02,5,44.28
  2023/04/06,2.2837,8.94E+02,7,45
  2023/04/06,2.3194,9.04E+02,6,42.84
  2023/04/06,2.1797,8.59E+02,6,45.72
  2023/04/06,2.3917,9.28E+02,7,43.2
  2023/04/06,2.2056,8.58E+02,6,43.56
  2023/04/06,2.186,8.57E+02,5,45.36
  2023/04/06,2.3491,9.13E+02,6,42.12
  2023/04/06,2.0802,8.23E+02,6,46.8
  2023/04/06,2.4301,9.43E+02,6,40.32
  2023/04/06,1.9321,7.77E+02,6,47.52
  2023/04/06,2.4347,9.45E+02,7,39.96
  2023/04/06,1.9259,7.76E+02,6,46.44
  2023/04/06,2.3785,9.25E+02,6,42.84
  2023/04/06,2.1331,8.46E+02,6,44.28
  2023/04/06,2.2143,8.68E+02,6,44.28
  2023/04/06,2.2866,8.94E+02,6,43.92
  2023/04/06,2.2426,8.82E+02,6,43.92
  2023/04/06,2.2508,8.79E+02,6,45.36
  2023/04/06,2.4068,9.27E+02,7,41.4
  2023/04/06,2.1149,8.43E+02,6,45.36
  2023/04/06,2.339,9.19E+02,6,42.48
  2023/04/06,2.1742,8.61E+02,6,45
  2023/04/06,2.3242,9.15E+02,6,42.48
  2023/04/06,2.1235,8.55E+02,5,46.08
  2023/04/06,2.34,9.34E+02,5,41.04
  2023/04/06,2.0018,8.14E+02,5,46.08
  2023/04/06,2.3342,9.31E+02,6,41.04
  2023/04/06,1.9885,8.09E+02,6,44.28
  2023/04/06,2.1829,8.83E+02,6,43.56
  2023/04/06,2.1592,8.68E+02,5,42.48
  2023/04/06,2.0794,8.49E+02,6,44.28
  2023/04/06,2.2113,8.84E+02,6,42.84
  2023/04/06,2.1036,8.53E+02,6,43.56
  2023/04/06,2.2037,8.82E+02,6,45
  2023/04/06,2.342,9.27E+02,6,42.48
  2023/04/06,2.123,8.57E+02,5,44.64
  2023/04/06,2.3015,9.19E+02,6,42.48
  2023/04/06,2.1257,8.60E+02,5,44.64
  2023/04/06,2.265,9.06E+02,5,43.2
  2023/04/06,2.1762,8.74E+02,6,43.56
  2023/04/06,2.2534,8.95E+02,6,43.2
  2023/04/06,2.218,8.80E+02,5,43.92
  2023/04/06,2.2566,8.97E+02,6,43.56
  2023/04/06,2.2538,8.89E+02,5,42.12
  2023/04/06,2.1389,8.51E+02,6,44.28
  2023/04/06,2.2941,9.01E+02,6,42.48
  2023/04/06,2.1534,8.59E+02,5,44.64
  2023/04/06,2.2928,9.03E+02,15,41.76
  2023/04/06,2.1085,8.36E+02,18,42.48
  2023/04/06,2.0711,8.34E+02,20,43.92
  2023/04/06,2.2631,8.93E+02,19,43.2
  2023/04/06,2.1634,8.66E+02,20,43.92
  2023/04/06,2.2233,8.78E+02,21,43.2
  2023/04/06,2.1709,8.66E+02,20,43.92
  2023/04/06,2.2601,8.89E+02,20,43.2
  2023/04/06,2.1884,8.71E+02,22,43.56
  2023/04/06,2.2482,8.85E+02,21,44.28
  2023/04/06,2.3165,9.12E+02,19,43.2
  2023/04/06,2.223,8.76E+02,6,45
  2023/04/06,2.3878,9.30E+02,4,42.12
  2023/04/06,2.1827,8.57E+02,3,42.84
  2023/04/06,2.2564,8.83E+02,3,42.84
  2023/04/06,2.1513,8.52E+02,3,43.92
  2023/04/06,2.3154,9.03E+02,3,42.48
  2023/04/06,2.1525,8.54E+02,2,43.56
  2023/04/06,2.2466,8.80E+02,2,43.2
  2023/04/06,2.1832,8.67E+02,2,42.12
  2023/04/06,2.0595,8.24E+02,2,43.2
  2023/04/06,2.1596,8.52E+02,2,43.56
  2023/04/06,2.2276,8.78E+02,3,41.04
  2023/04/06,2.0459,8.11E+02,3,44.64
  2023/04/06,2.3174,9.07E+02,3,40.68
  2023/04/06,2.0129,7.99E+02,3,45
  2023/04/06,2.3269,9.10E+02,3,40.68
  2023/04/06,2.0283,8.06E+02,3,45
  2023/04/06,2.3496,9.14E+02,3,41.4
  2023/04/06,2.0943,8.32E+02,2,43.92
  2023/04/06,2.2733,8.87E+02,2,41.04
  2023/04/06,2.0733,8.20E+02,2,45
  2023/04/06,2.3228,9.05E+02,2,41.4
  2023/04/06,2.0634,8.21E+02,2,43.92
  2023/04/06,2.2696,8.89E+02,2,42.48
  2023/04/06,2.138,8.48E+02,2,43.92
  2023/04/06,2.2462,8.83E+02,3,41.76
  2023/04/06,2.0721,8.32E+02,3,43.92
  2023/04/06,2.2529,8.88E+02,3,42.12
  2023/04/06,2.0675,8.32E+02,3,44.64
  2023/04/06,2.2966,9.01E+02,3,40.68
  2023/04/06,1.9712,7.99E+02,2,45.72
  2023/04/06,2.3137,9.07E+02,2,39.96
  2023/04/06,1.9138,7.78E+02,2,45.72
  2023/04/06,2.3469,9.20E+02,2,40.32
  2023/04/06,1.9449,7.88E+02,2,43.92
  2023/04/06,2.2338,8.79E+02,2,42.84
  2023/04/06,2.1891,8.65E+02,2,43.56
  2023/04/06,2.2087,8.70E+02,2,41.04
  2023/04/06,2.0458,8.21E+02,2,43.92
  2023/04/06,2.2558,8.90E+02,2,42.12
  2023/04/06,2.1207,8.44E+02,2,43.56
  2023/04/06,2.253,8.87E+02,3,42.12
  2023/04/06,2.1211,8.43E+02,3,43.92
  2023/04/06,2.3248,9.07E+02,3,41.04
  2023/04/06,2.0262,8.11E+02,3,45
  2023/04/06,2.3064,9.03E+02,3,41.04
  2023/04/06,2.0249,8.12E+02,2,45
  2023/04/06,2.3112,9.02E+02,2,41.4
  2023/04/06,2.0572,8.16E+02,2,43.56
  2023/04/06,2.2027,8.70E+02,2,42.12
  2023/04/06,2.0932,8.33E+02,2,43.56
  2023/04/06,2.1909,8.68E+02,2,42.48
  2023/04/06,2.1254,8.44E+02,2,41.76
  2023/04/06,2.0808,8.31E+02,2,42.84
  2023/04/06,2.1654,8.61E+02,2,43.92
  2023/04/06,2.2784,8.96E+02,2,42.12
  2023/04/06,2.1084,8.44E+02,2,43.2
  2023/04/06,2.2072,8.73E+02,2,42.48
  2023/04/06,2.1435,8.51E+02,2,43.2
  2023/04/06,2.2397,8.79E+02,3,42.84
  2023/04/06,2.2087,8.66E+02,2,43.56
  2023/04/06,2.2638,8.87E+02,3,42.48
  2023/04/06,2.206,8.63E+02,2,42.48
  2023/04/06,2.1862,8.60E+02,2,42.84
  2023/04/06,2.2033,8.67E+02,2,42.48
  2023/04/06,2.164,8.52E+02,2,43.56
  2023/04/06,2.2625,8.88E+02,2,40.68
  2023/04/06,2.0268,8.10E+02,2,43.92
  2023/04/06,2.2156,8.75E+02,2,42.48
  2023/04/06,2.1666,8.58E+02,2,43.2
  2023/04/06,2.2005,8.73E+02,2,41.76
  2023/04/06,2.1203,8.43E+02,2,43.56
  2023/04/06,2.191,8.69E+02,2,42.48
  2023/04/06,2.1692,8.59E+02,3,43.2
  2023/04/06,2.191,8.67E+02,2,42.84
  2023/04/06,2.2147,8.68E+02,2,43.2
  2023/04/06,2.2465,8.81E+02,2,41.76
  2023/04/06,2.1763,8.57E+02,2,43.92
  2023/04/06,2.3087,8.98E+02,2,43.2
  2023/04/06,2.2076,8.61E+02,2,44.28
  2023/04/06,2.3006,8.96E+02,2,41.76
  2023/04/06,2.1782,8.54E+02,2,43.92
  2023/04/06,2.2758,8.91E+02,2,41.76
  2023/04/06,2.1514,8.51E+02,3,43.92
  2023/04/06,2.2657,8.92E+02,3,42.12
  2023/04/06,2.1362,8.49E+02,3,43.56
  2023/04/06,2.2577,8.90E+02,3,42.12
  2023/04/06,2.1299,8.47E+02,3,43.56
  2023/04/06,2.2136,8.75E+02,3,42.12
  2023/04/06,2.1172,8.44E+02,3,44.28
  2023/04/06,2.2406,8.82E+02,2,41.04
  2023/04/06,2.0689,8.22E+02,2,44.64
  2023/04/06,2.271,8.92E+02,2,40.68
  2023/04/06,2.0448,8.14E+02,2,45
  2023/04/06,2.3346,9.09E+02,2,40.68
  2023/04/06,2.037,8.07E+02,2,45.36
  2023/04/06,2.3572,9.16E+02,2,41.04
  2023/04/06,2.0653,8.23E+02,2,44.28
  2023/04/06,2.3035,9.00E+02,2,42.84
  2023/04/06,2.181,8.64E+02,2,85.68
  2023/04/06,2.1386,8.48E+02,3,0
  2023/04/06,2.1386,8.48E+02,2,43.56
  2023/04/06,2.2125,8.74E+02,2,42.84
  2023/04/06,2.189,8.71E+02,3,44.64
  2023/04/06,2.2743,8.91E+02,2,40.32
  2023/04/06,1.9654,7.91E+02,2,46.08
  2023/04/06,2.3529,9.18E+02,2,39.6
  2023/04/06,1.9033,7.73E+02,2,46.08
  2023/04/06,2.3917,9.30E+02,2,39.24
  2023/04/06,1.8609,7.58E+02,2,47.16
  2023/04/06,2.4815,9.61E+02,2,38.88
  2023/04/06,1.8277,7.48E+02,2,46.44
  2023/04/06,2.3991,9.35E+02,2,40.32
  2023/04/06,1.9295,7.85E+02,2,44.64
  2023/04/06,2.286,8.97E+02,2,41.4
  2023/04/06,2.0121,8.11E+02,2,44.28
  2023/04/06,2.2445,8.83E+02,2,42.48
  2023/04/06,2.1048,8.39E+02,2,43.2
  2023/04/06,2.2356,8.77E+02,2,42.12
  2023/04/06,2.1495,8.48E+02,3,43.56
  2023/04/06,2.2573,8.84E+02,2,42.12
  2023/04/06,2.1927,8.59E+02,3,44.64
  2023/04/06,2.3457,9.10E+02,3,41.04
  2023/04/06,1.9921,7.94E+02,2,45.36
  2023/04/06,2.3859,9.27E+02,2,41.04
  2023/04/06,1.968,7.89E+02,3,44.64
  2023/04/06,2.3324,9.12E+02,2,41.04
  2023/04/06,1.9684,7.88E+02,2,43.92
  2023/04/06,2.2972,9.02E+02,2,42.12
  2023/04/06,2.0544,8.17E+02,2,42.12
  2023/04/06,2.1102,8.42E+02,2,43.56
  2023/04/06,2.2095,8.73E+02,3,42.84
  2023/04/06,2.2238,8.75E+02,2,42.84
  2023/04/06,2.1414,8.48E+02,2,42.48
  2023/04/06,2.1753,8.58E+02,3,42.84
  2023/04/06,2.218,8.69E+02,2,43.92
  2023/04/06,2.3457,9.06E+02,2,42.48
  2023/04/06,2.1597,8.49E+02,3,43.2
  2023/04/06,2.2882,8.90E+02,2,42.84
  2023/04/06,2.2062,8.59E+02,2,43.2
  2023/04/06,2.3093,8.95E+02,2,42.84
  2023/04/06,2.1821,8.48E+02,2,42.12
  2023/04/06,2.2107,8.66E+02,3,43.56
  2023/04/06,2.2279,8.75E+02,4,42.84
  2023/04/06,2.2377,8.81E+02,3,43.56
  2023/04/06,2.2328,8.78E+02,4,42.12
  2023/04/06,2.1623,8.56E+02,4,43.92
  2023/04/06,2.271,8.93E+02,4,42.12
  2023/04/06,2.0713,8.29E+02,3,41.4
  2023/04/06,2.0847,8.30E+02,4,43.2
  2023/04/06,2.2759,8.88E+02,3,43.56
  2023/04/06,2.2194,8.75E+02,4,42.48
  2023/04/06,2.1621,8.53E+02,4,42.84
  2023/04/06,2.1577,8.56E+02,4,42.84
  2023/04/06,2.2278,8.75E+02,4,42.84
  2023/04/06,2.1583,8.56E+02,4,41.76
  2023/04/06,2.2065,8.61E+02,4,43.92
  2023/04/06,2.2481,8.82E+02,4,41.4
  2023/04/06,2.1746,8.52E+02,3,43.2
  2023/04/06,2.2443,8.80E+02,3,41.4
  2023/04/06,2.1406,8.44E+02,2,42.84
  2023/04/06,2.2182,8.70E+02,1,41.76
  2023/04/06,2.1078,8.31E+02,1,42.12
  2023/04/06,2.1218,8.42E+02,0,42.12
  2023/04/06,2.1382,8.45E+02,0,41.76
  2023/04/06,2.1033,8.37E+02,0,42.48
  2023/04/06,2.1432,8.46E+02,0,41.04
  2023/04/06,1.9912,7.99E+02,0,41.04
  2023/04/06,2.0916,8.26E+02,0,43.2
  2023/04/06,2.1733,8.55E+02,0,39.96
  2023/04/06,2.0353,8.09E+02,0,43.56
  2023/04/06,2.2067,8.68E+02,0,39.96
  2023/04/06,2.0148,8.03E+02,0,43.56
  2023/04/06,2.2177,8.74E+02,0,40.68
  2023/04/06,2.0432,8.15E+02,0,43.2
  2023/04/06,2.1869,8.63E+02,0,40.68
  2023/04/06,2.0574,8.19E+02,-1,43.2
  2023/04/06,2.1772,8.57E+02,0,40.68
  2023/04/06,2.0633,8.22E+02,0,42.48
  2023/04/06,2.1962,8.61E+02,0,42.84
  2023/04/06,2.1843,8.58E+02,0,41.76
  2023/04/06,2.0682,8.20E+02,0,40.68
  2023/04/06,2.0334,8.19E+02,0,44.28
  2023/04/06,2.1488,8.79E+02,0,41.04
  2023/04/06,1.9635,8.22E+02,0,45.36
  2023/04/06,2.2221,9.04E+02,0,40.68
  2023/04/06,1.9453,8.16E+02,0,44.64
  2023/04/06,2.2041,8.97E+02,0,40.68
  2023/04/06,1.9358,8.13E+02,0,45.72
  2023/04/06,2.2408,9.12E+02,0,40.32
  2023/04/06,1.9405,8.11E+02,0,45
  2023/04/06,2.1934,9.02E+02,0,41.4
  2023/04/06,1.9666,8.20E+02,0,44.64
  2023/04/06,2.1301,8.76E+02,0,42.48
  2023/04/06,2.0026,8.37E+02,0,43.56
  2023/04/06,2.1121,8.74E+02,0,42.48
  2023/04/06,2.0627,8.59E+02,0,43.56
  2023/04/06,2.0853,8.58E+02,0,42.48
  2023/04/06,2.1157,8.70E+02,0,43.2
  2023/04/06,2.1548,8.73E+02,0,41.4
  2023/04/06,1.9832,8.20E+02,0,44.64
  2023/04/06,2.1681,8.79E+02,0,40.68
  2023/04/06,1.9748,8.13E+02,0,45
  2023/04/06,2.189,8.85E+02,0,39.6
  2023/04/06,1.8695,7.82E+02,0,45.36
  2023/04/06,2.2047,8.91E+02,0,40.68
  2023/04/06,1.963,8.12E+02,0,44.28
  2023/04/06,2.1503,8.72E+02,0,41.4
  2023/04/06,1.988,8.19E+02,0,44.28
  2023/04/06,2.155,8.74E+02,0,42.12
  2023/04/06,2.056,8.37E+02,0,42.12
  2023/04/06,2.0372,8.35E+02,0,43.2
  2023/04/06,2.0938,8.54E+02,0,41.76
  2023/04/06,2.0292,8.32E+02,0,42.48
  2023/04/06,2.0306,8.33E+02,0,42.84
  2023/04/06,2.1273,8.53E+02,0,42.84
  2023/04/06,2.1433,8.50E+02,0,61.2
  2023/04/06,3.1993,1.20E+03,0,77.4
  2023/04/06,4.0834,1.50E+03,0,78.48
  2023/04/06,4.1145,1.51E+03,0,77.04
  2023/04/06,4.101,1.50E+03,0,77.4
  2023/04/06,4.1341,1.51E+03,0,78.48
  2023/04/06,4.151,1.53E+03,0,78.12
  2023/04/06,4.1644,1.52E+03,0,79.2
  2023/04/06,4.2141,1.54E+03,0,78.84
  2023/04/06,4.1974,1.54E+03,0,79.92
  2023/04/06,4.2396,1.56E+03,0,79.92
  2023/04/06,4.2469,1.56E+03,0,79.92
  2023/04/06,4.2312,1.56E+03,0,80.64
  2023/04/06,4.2896,1.58E+03,0,81.36
  2023/04/06,4.3101,1.58E+03,0,72.36
  2023/04/06,3.9066,1.45E+03,0,49.68
  2023/04/06,2.5889,9.93E+02,0,54.72
  2023/04/06,2.8925,1.10E+03,0,47.88
  2023/04/06,2.4543,9.54E+02,0,48.6
  2023/04/06,2.5386,9.77E+02,0,47.88
  2023/04/06,2.4892,9.64E+02,0,46.8
  2023/04/06,2.4431,9.44E+02,0,46.08
  2023/04/06,2.4087,9.31E+02,0,45.36
  2023/04/06,2.3588,9.12E+02,0,44.64
  2023/04/06,2.4046,9.22E+02,0,42.12
  2023/04/06,2.1632,8.43E+02,0,43.92
  2023/04/06,2.2121,8.68E+02,0,42.48
  2023/04/06,2.0647,8.22E+02,0,45.36
  2023/04/06,2.3497,9.21E+02,0,44.64
  2023/04/06,2.3033,9.02E+02,0,44.28
  2023/04/06,2.2928,8.96E+02,0,44.64
  2023/04/06,2.3528,9.14E+02,0,43.2
  2023/04/06,2.2425,8.77E+02,0,46.08
  2023/04/06,2.4053,9.36E+02,0,47.16
  2023/04/06,2.3819,9.30E+02,0,46.08
  2023/04/06,2.284,8.95E+02,0,48.96
  2023/04/06,2.5431,9.85E+02,6,48.24
  2023/04/06,2.4929,9.64E+02,8,48.24
  2023/04/06,2.5667,9.90E+02,10,48.24
  2023/04/06,2.5833,9.95E+02,12,47.52
  2023/04/06,2.4273,9.42E+02,13,48.6
  2023/04/06,2.5364,9.79E+02,13,47.52
  2023/04/06,2.4948,9.57E+02,13,48.6
  2023/04/06,2.6449,1.00E+03,12,46.08
  2023/04/06,2.5174,9.57E+02,12,47.16
  2023/04/06,2.4985,9.54E+02,12,47.88
  2023/04/06,2.4723,9.56E+02,12,44.64
  2023/04/06,2.2358,8.71E+02,11,46.8
  2023/04/06,2.3534,9.12E+02,11,48.24
  2023/04/06,2.5041,9.63E+02,10,46.44
  2023/04/06,2.4463,9.43E+02,10,47.16
  2023/04/06,2.4967,9.62E+02,10,47.52
  2023/04/06,2.5402,9.71E+02,10,46.8
  2023/04/06,2.5056,9.55E+02,11,45
  2023/04/06,2.3325,9.02E+02,11,48.24
  2023/04/06,2.5117,9.60E+02,11,45
  2023/04/06,2.4109,9.31E+02,11,46.08
  2023/04/06,2.3548,9.10E+02,10,47.52
  2023/04/06,2.4956,9.58E+02,11,47.16
  2023/04/06,2.4964,9.59E+02,11,46.8
  2023/04/06,2.4924,9.57E+02,10,45.72
  2023/04/06,2.4199,9.37E+02,10,45.72
  2023/04/06,2.3889,9.24E+02,10,47.16
  2023/04/06,2.5014,9.60E+02,11,47.16
  2023/04/06,2.5301,9.70E+02,10,46.8
  2023/04/06,2.4949,9.59E+02,9,45
  2023/04/06,2.3612,9.19E+02,10,46.44
  2023/04/06,2.3832,9.25E+02,10,45.72
  2023/04/06,2.3209,9.02E+02,10,46.08
  2023/04/06,2.3338,9.05E+02,11,48.24
  2023/04/06,2.5158,9.68E+02,10,45.72
  2023/04/06,2.3306,9.08E+02,10,45.72
  2023/04/06,2.2903,8.95E+02,10,47.16
  2023/04/06,2.4297,9.37E+02,11,46.08
  2023/04/06,2.381,9.24E+02,11,46.8
  2023/04/06,2.4327,9.42E+02,10,45.72
  2023/04/06,2.2847,8.92E+02,10,46.44
  2023/04/06,2.3228,9.03E+02,11,46.8
  2023/04/06,2.4505,9.45E+02,11,46.8
  2023/04/06,2.4133,9.35E+02,10,45.72
  2023/04/06,2.3463,9.11E+02,10,46.8
  2023/04/06,2.3968,9.31E+02,10,46.44
  2023/04/06,2.4252,9.41E+02,10,46.8
  2023/04/06,2.4762,9.53E+02,10,47.16
  2023/04/06,2.5683,9.80E+02,10,45.36
  2023/04/06,2.448,9.32E+02,10,45.36
  2023/04/06,2.3711,9.19E+02,10,46.8
  2023/04/06,2.4193,9.36E+02,10,45.36
  2023/04/06,2.3159,9.08E+02,11,46.44
  2023/04/06,2.3224,9.08E+02,10,47.52
  2023/04/06,2.4502,9.53E+02,11,46.44
  2023/04/06,2.4368,9.48E+02,11,46.8
  2023/04/06,2.5027,9.69E+02,11,47.88
  2023/04/06,2.505,9.67E+02,10,46.08
  2023/04/06,2.4445,9.45E+02,10,44.64
  2023/04/06,2.2622,8.89E+02,11,47.52
  2023/04/06,2.4984,9.67E+02,10,45.36
  2023/04/06,2.3937,9.29E+02,10,47.16
  2023/04/06,2.4858,9.65E+02,10,45
  2023/04/06,2.3001,9.00E+02,10,44.64
  2023/04/06,2.17,8.55E+02,10,45.72
  2023/04/06,2.257,8.85E+02,10,48.6
  2023/04/06,2.5259,9.80E+02,10,45
  2023/04/06,2.2869,8.99E+02,10,45.72
  2023/04/06,2.3287,9.18E+02,10,45.72
  2023/04/06,2.2627,8.96E+02,11,46.44
  2023/04/06,2.3738,9.28E+02,11,46.8
  2023/04/06,2.4377,9.51E+02,11,46.44
  2023/04/06,2.3841,9.34E+02,11,45.36
  2023/04/06,2.3065,9.11E+02,11,48.24
  2023/04/06,2.4984,9.71E+02,11,46.08
  2023/04/06,2.3994,9.33E+02,10,43.92
  2023/04/06,2.1315,8.46E+02,10,46.44
  2023/04/06,2.3165,9.10E+02,11,48.6
  2023/04/06,2.4898,9.70E+02,10,44.28
  2023/04/06,2.2519,8.89E+02,9,46.08
  2023/04/06,2.3293,9.20E+02,10,45
  2023/04/06,2.2218,8.81E+02,10,46.44
  2023/04/06,2.3464,9.19E+02,10,46.44
  2023/04/06,2.3835,9.33E+02,10,46.08
  2023/04/06,2.4087,9.41E+02,9,46.08
  2023/04/06,2.391,9.38E+02,10,46.8
  2023/04/06,2.4126,9.45E+02,10,47.52
  2023/04/06,2.397,9.33E+02,10,43.92
  2023/04/06,2.1614,8.59E+02,11,45
  2023/04/06,2.2499,8.96E+02,11,45.72
  2023/04/06,2.2998,9.08E+02,10,46.08
  2023/04/06,2.4083,9.38E+02,11,46.08
  2023/04/06,2.471,9.65E+02,10,46.44
  2023/04/06,2.4113,9.48E+02,10,47.52
  2023/04/06,2.4507,9.61E+02,10,45.72
  2023/04/06,2.355,9.25E+02,10,45
  2023/04/06,2.2279,8.88E+02,10,45
  2023/04/06,2.2483,8.94E+02,10,45.72
  2023/04/06,2.3092,9.11E+02,9,46.44
  2023/04/06,2.3968,9.42E+02,9,46.08
  2023/04/06,2.4116,9.44E+02,10,47.16
  2023/04/06,2.5588,9.93E+02,10,44.64
  2023/04/06,2.3477,9.24E+02,10,47.16
  2023/04/06,2.4287,9.53E+02,10,46.08
  2023/04/06,2.2969,9.08E+02,10,43.56
  2023/04/06,2.1107,8.40E+02,10,45.36
  2023/04/06,2.2443,8.86E+02,11,48.6
  2023/04/06,2.4989,9.75E+02,10,44.28
  2023/04/06,2.2123,8.76E+02,11,46.08
  2023/04/06,2.3038,9.09E+02,10,44.28
  2023/04/06,2.2065,8.74E+02,10,46.44
  2023/04/06,2.3657,9.27E+02,10,46.08
  2023/04/06,2.4196,9.44E+02,10,46.44
  2023/04/06,2.4237,9.48E+02,11,45
  2023/04/06,2.3202,9.16E+02,10,45.36
  2023/04/06,2.339,9.21E+02,9,47.16
  2023/04/06,2.417,9.48E+02,9,44.28
  2023/04/06,2.2,8.74E+02,10,45.36
  2023/04/06,2.3207,9.18E+02,10,45.36
  2023/04/06,2.3207,9.16E+02,10,45.72
  2023/04/06,2.4132,9.37E+02,10,45.72
  2023/04/06,2.4699,9.60E+02,10,46.08
  2023/04/06,2.3858,9.35E+02,10,45.72
  2023/04/06,2.3396,9.23E+02,11,45.36
  2023/04/06,2.3109,9.11E+02,11,45.72
  2023/04/06,2.3246,9.15E+02,10,45.72
  2023/04/06,2.2871,9.04E+02,10,44.64
  2023/04/06,2.2644,9.00E+02,10,47.16
  2023/04/06,2.4224,9.52E+02,10,44.64
  2023/04/06,2.2672,8.98E+02,10,46.44
  2023/04/06,2.4379,9.57E+02,10,45.36
  2023/04/06,2.348,9.25E+02,10,45.36
  2023/04/06,2.3114,9.13E+02,10,46.08
  2023/04/06,2.3439,9.27E+02,9,44.28
  2023/04/06,2.1761,8.66E+02,9,45
  2023/04/06,2.2648,8.89E+02,10,47.16
  2023/04/06,2.4315,9.50E+02,10,45.36
  2023/04/06,2.2933,9.02E+02,10,44.64
  2023/04/06,2.2578,8.90E+02,10,45
  2023/04/06,2.2782,8.98E+02,10,46.08
  2023/04/06,2.3773,9.32E+02,10,45.72
  2023/04/06,2.4,9.33E+02,10,46.44
  2023/04/06,2.4757,9.56E+02,10,43.92
  2023/04/06,2.3101,8.95E+02,10,46.8
  2023/04/06,2.4106,9.39E+02,9,44.64
  2023/04/06,2.214,8.72E+02,10,44.28
  2023/04/06,2.1774,8.60E+02,10,44.64
  2023/04/06,2.2512,8.85E+02,10,47.52
  2023/04/06,2.4518,9.60E+02,10,44.64
  2023/04/06,2.2734,8.99E+02,9,46.08
  2023/04/06,2.432,9.49E+02,9,46.08
  2023/04/06,2.4097,9.40E+02,10,45.36
  2023/04/06,2.3107,9.10E+02,10,45
  2023/04/06,2.2415,8.89E+02,10,45
  2023/04/06,2.2795,9.02E+02,10,44.28
  2023/04/06,2.2196,8.83E+02,10,44.28
  2023/04/06,2.3079,8.99E+02,10,46.44
  2023/04/06,2.4204,9.45E+02,10,47.16
  2023/04/06,2.4806,9.63E+02,10,46.44
  2023/04/06,2.4707,9.55E+02,10,88.56
  2023/04/06,2.2229,8.75E+02,10,46.44
  2023/04/06,2.4427,9.50E+02,9,45.36
  2023/04/06,2.3913,9.32E+02,10,46.08
  2023/04/06,2.3728,9.25E+02,10,45
  2023/04/06,2.2724,8.95E+02,9,44.64
  2023/04/06,2.1961,8.75E+02,9,44.28
